"","Abies","Abrahamia","Abrus","Abutilon","Acacia","Acalypha","Achyranthes","Achyrocalyx","Adansonia","Adenanthera","Adenia","Aerva","Aframomum","Afzelia","Agave","Agelaea","Alafia","Alantsilodendron","Alberta","Albizia","Alchornea","Allaeanthus","Allophylus","Alluaudia","Aloe","Amaranthus","Ambavia","Ampelocissus","Ampelosycios","Amyrea","Anacardium","Anacolosa","Ananas","Androya","Angraecum","Anisocycla","Anisophyllea","Annona","Anthocleista","Anthostema","Antiaris","Antidesma","Antirhea","Apaloxylon","Aphloia","Apodytes","Arachis","Ardisia","Argemone","Argyreia","Aristolochia","Artabotrys","Artocarpus","Asparagus","Aspidostemon","Asplenium","Asteropeia","Astrocassine","Astrotrichilia","Aucoumea","Avicennia","Azadirachta","Azima","Bakerella","Bambusa","Baphia","Barringtonia","Baseonema","Bathiorhamnus","Baudouinia","Bauhinia","Beguea","Beilschmiedia","Bembiciopsis","Berchemia","Bidens","Bivinia","Blotia","Boehmeria","Boerhavia","Boscia","Bosqueia","Bougainvillea","Brachylaena","Bremeria","Breonia","Brexia","Brexiella","Bridelia","Brochoneura","Broussonetia","Brunfelsia","Buddleja","Bulbophyllum","Burasaia","Bussea","Buxus","Byttneria","Cabucala","Cadaba","Caesalpinia","Calantica","Calliandra","Calophyllum","Calopyxis","Camellia","Campnosperma","Camptocarpus","Camptolepis","Campylospermum","Cananga","Canarium","Canephora","Canthium","Capparis","Capurodendron","Capuronia","Carallia","Cardiospermum","Carica","Carissa","Carphalea","Casearia","Cassia","Cassine","Cassinopsis","Cassipourea","Cassytha","Casuarina","Cathariostachys","Catunaregam","Cecropia","Cedrelopsis","Ceiba","Celastrus","Celtis","Cephalocroton","Cephalostachyum","Cereus","Chadsia","Chamaesyce","Chasmanthera","Chionanthus","Chloroxylon","Chrysalidocarpus","Chrysophyllum","Cinnamomum","Cinnamosma","Cissampelos","Cissus","Citrullus","Citrus","Cleistanthus","Clerodendrum","Clidemia","Clitoria","Cnestis","Cocos","Coffea","Colea","Colubrina","Colvillea","Combretum","Commelina","Commicarpus","Commiphora","Coptosperma","Corallocarpus","Cordia","Cordyla","Craspidospermum","Craterispermum","Crateva","Crotalaria","Croton","Cryptocarya","Cryptostegia","Cucumis","Cuscuta","Cussonia","Cyathea","Cyclosorus","Cynanchum","Cynodon","Cynometra","Cyperus","Cyphostemma","Cytinus","Dalbergia","Danais","Decarydendron","Deidamia","Deinbollia","Delonix","Desmanthus","Desmodium","Desmostachys","Deuteromallotus","Dialium","Dialyceras","Dichaetanthera","Dichapetalum","Dichrostachys","Dicoma","Dicoryphe","Didierea","Dillenia","Dilobeia","Dioscorea","Diospyros","Diporidium","Dolichos","Dombeya","Domohinea","Doratoxylon","Dracaena","Drypetes","Dupuya","Dypsis","Ecbolium","Echinochloa","Ehretia","Eichhornia","Elaeocarpus","Elaeodendron","Embelia","Entada","Enterospermum","Ephippiandra","Erica","Erigeron","Eriobotrya","Erythrophysa","Erythroxylum","Ethulia","Eucalyptus","Eugenia","Eulophia","Euodia","Euonymus","Euphorbia","Evonymopsis","Faucherea","Fernandoa","Ficus","Filicium","Flacourtia","Flagellaria","Flueggea","Foetidia","Folotsia","Gaertnera","Gagnebina","Gambeya","Garcinia","Gardenia","Genipa","Givotia","Glenniea","Gloriosa","Gonocrypta","Gouana","Gouania","Grangeria","Grevea","Grewia","Grisollea","Gymnosporia","Gyrocarpus","Gyrostipula","Haematodendron","Haplocoelum","Harungana","Hazunta","Hedycaryopsis","Heritiera","Hevea","Hibiscus","Hildebrandtia","Hippocratea","Hirtella","Holmskioldia","Homalium","Homollea","Hugonia","Humbertia","Humbertiella","Hura","Hydrocotyle","Hymenaea","Hymenodictyon","Hyperacanthus","Hypocrea","Hypoestes","Hyptis","Ilex","Impatiens","Intsia","Ipomoea","Ivodea","Ixora","Jasminum","Justicia","Kalanchoe","Karomia","Khaya","Kigelianthe","Lablab","Labourdonnaisia","Labramia","Landolphia","Langsdorffia","Lantana","Lautembergia","Lawsonia","Leea","Leersia","Lemurosicyos","Leptadenia","Leptaulus","Leptolaena","Leucaena","Linociera","Liparis","Litchi","Loeseneriella","Ludia","Lumnitzera","Lygodium","Macaranga","Macarisia","Macphersonia","Maerua","Maesa","Maillardia","Majidea","Malleastrum","Mammea","Mangifera","Manihot","Manilkara","Mapouria","Margaritaria","Marsdenia","Mascarenhasia","Maytenus","Medinilla","Meiostemon","Melanophylla","Melastoma","Melia","Melicope","Melothria","Memecylon","Menabea","Mendoncia","Merremia","Mespilodaphne","Metaporana","Micronychia","Microsteira","Mikania","Mimosa","Mimulopsis","Mimusops","Molina","Molinaea","Mollugo","Monanthotaxis","Monoporus","Morinda","Moringa","Mucuna","Mundulea","Musa","Mussaenda","Myrica","Mystroxylon","Nastus","Neoapaloxylon","Neobeguea","Neodypsis","Neotina","Nesogordonia","Neuracanthus","Noronhia","Nuxia","Nymphaea","Ochna","Ochrocarpos","Ocotea","Olax","Olea","Omphalea","Oncostemum","Operculicarya","Ophiocolea","Oplismenus","Opuntia","Orania","Ormocarpopsis","Ormocarpum","Oryza","Ouratea","Pachytrophe","Paederia","Pandaca","Pandanus","Panicum","Papyrus","Parkia","Passiflora","Paullinia","Pauridiantha","Pedilanthus","Pennisetum","Pentachlaena","Pentarhopalopilia","Pentas","Pentopetia","Peponidium","Perriera","Persea","Petalodiscus","Petchia","Phaius","Phanerodiscus","Phoenix","Phragmites","Phyllanthus","Phyllarthron","Phylloctenium","Physena","Pilea","Pinus","Piper","Pithecellobium","Pittosporum","Plagioscyphus","Plectaneia","Plectronia","Podocarpus","Poecilostachys","Poivrea","Polyalthia","Polycardia","Polygala","Polygonum","Polyscias","Pongamiopsis","Potameia","Poupartia","Pouzolzia","Premna","Protium","Protorhus","Prunus","Psiadia","Psidium","Psorospermum","Psychotria","Pteridium","Pyrostria","Quivisianthe","Raphia","Raphidiocystis","Rapona","Ravenala","Ravenea","Ravensara","Reedia","Reissantia","Rhaptonema","Rheedia","Rhigozum","Rhipsalis","Rhizophora","Rhodolaena","Rhopalocarpus","Rhopalopilia","Rhus","Rhynchosia","Rinorea","Rothmannia","Roupellina","Rourea","Rubus","Ruellia","Saccharum","Salacia","Saldinia","Salvadora","Salvadoropsis","Sansevieria","Sapindus","Sapium","Sarcolaena","Sarcostemma","Savia","Schefflera","Schismatoclada","Schizenterospermum","Schizolaena","Scleria","Sclerocarya","Scolopia","Scutia","Secamone","Securinega","Senecio","Senna","Setcreasea","Seyrigia","Sida","Sideroxylon","Sloanea","Smilax","Solanum","Sonneratia","Sorindeia","Sphaerocoryne","Sporobolus","Stadmania","Sterculia","Stereospermum","Streblus","Strongylodon","Strychnopsis","Strychnos","Suregada","Symphonia","Syzygium","Tabernaemontana","Tacca","Talinella","Tamarindus","Tambourissa","Tannodia","Tanulepis","Tarenna","Tecoma","Teramnus","Terminalia","Terminalis","Tetrapterocarpon","Theobroma","Thilachium","Thunbergia","Tina","Tinopsis","Tisonia","Toddalia","Tragia","Treculia","Trema","Tricalysia","Tridax","Trilepisium","Tristemma","Trophis","Turraea","Uapaca","Uncarina","Urtica","Uvaria","Vaccinium","Valiha","Vangueria","Vepris","Vernonia","Vigna","Viscum","Vitex","Voacanga","Voharanga","Vonitra","Warneckea","Weinmannia","Xanthocercis","Xeromphis","Xerophyta","Xerosicyos","Ximenia","Xyloolaena","Xylopia","Zanha","Zanthoxylum","Zehneria","Ziziphus","Zygophyllum"
"Allocebus_trichotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avahi_laniger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avahi_meridionalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avahi_occidentalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
