"","Abies","Abrahamia","Abrus","Abutilon","Acacia","Acalypha","Achyranthes","Achyrocalyx","Adansonia","Adenia","Aerva","Aframomum","Afzelia","Agave","Agelaea","Alantsilodendron","Alberta","Albizia","Alchornea","Allaeanthus","Allophylus","Alluaudia","Aloe","Ambavia","Ampelocissus","Anacardium","Anacolosa","Ananas","Angraecum","Anisophyllea","Annona","Anthocleista","Antidesma","Aphloia","Apodytes","Argemone","Argyreia","Aristida","Aristolochia","Artabotrys","Artocarpus","Aspidostemon","Asplenium","Asteropeia","Astrocassine","Astrotrichilia","Aucoumea","Avicennia","Azadirachta","Azima","Bakerella","Bambusa","Baphia","Baroniella","Bathiorhamnus","Baudouinia","Bauhinia","Beguea","Beilschmiedia","Berchemia","Bidens","Blotia","Boehmeria","Boerhavia","Boscia","Bosqueia","Bougainvillea","Brachylaena","Breonia","Brexia","Bridelia","Brochoneura","Buddleja","Bulbophyllum","Burasaia","Bussea","Byttneria","Cabucala","Cadaba","Caesalpinia","Calantica","Calliandra","Calophyllum","Calopyxis","Campylospermum","Cananga","Canarium","Canthium","Capparis","Capurodendron","Carallia","Cardiospermum","Carica","Carissa","Carphalea","Casearia","Cassipourea","Casuarina","Cathariostachys","Cedrelopsis","Ceiba","Celtis","Centella","Cephalocroton","Cephalostachyum","Cereus","Chadsia","Chamaesyce","Chrysalidocarpus","Chrysophyllum","Cinnamosma","Cissampelos","Cissus","Citrus","Cleistanthus","Clerodendrum","Clitoria","Cnestis","Coffea","Colubrina","Colvillea","Combretum","Commelina","Commicarpus","Commiphora","Corallocarpus","Cordia","Cordyla","Crateva","Crotalaria","Croton","Cryptocarya","Cryptostegia","Cucumis","Cuscuta","Cussonia","Cyathea","Cyclosorus","Cynanchum","Cynodon","Cynometra","Cyperus","Cytinus","Dalbergia","Danais","Decarydendron","Deinbollia","Delonix","Desmanthus","Dialium","Dianella","Dichaetanthera","Dichapetalum","Dichrostachys","Dicoma","Didierea","Dillenia","Dilobeia","Dioscorea","Diospyros","Diporidium","Dolichos","Dombeya","Domohinea","Dracaena","Drypetes","Dypsis","Echinochloa","Ehretia","Eichhornia","Elaeocarpus","Embelia","Entada","Enterospermum","Erythroxylum","Ethulia","Eucalyptus","Eugenia","Eulophia","Euodia","Euonymus","Euphorbia","Evonymopsis","Faucherea","Fernandoa","Ficus","Filicium","Flacourtia","Flagellaria","Flueggea","Foetidia","Gaertnera","Gambeya","Garcinia","Gardenia","Givotia","Glenniea","Gloriosa","Gonocrypta","Gouania","Grangeria","Grewia","Grisollea","Gymnosporia","Gyrocarpus","Haematodendron","Harungana","Hazunta","Hedycaryopsis","Heritiera","Hevea","Hibiscus","Hildebrandtia","Hippocratea","Hirtella","Homalium","Homollea","Humbertia","Hura","Hymenaea","Hymenodictyon","Hyperacanthus","Hypocrea","Hypoestes","Ilex","Impatiens","Intsia","Ipomoea","Ivodea","Justicia","Kalanchoe","Karomia","Kigelianthe","Lablab","Labramia","Landolphia","Langsdorffia","Lantana","Lautembergia","Lawsonia","Leersia","Leptadenia","Leptaulus","Leptolaena","Leucaena","Linociera","Liparis","Loeseneriella","Ludia","Lygodium","Macaranga","Macarisia","Macphersonia","Maerua","Maesa","Maillardia","Majidea","Malleastrum","Mammea","Mangifera","Manihot","Mapouria","Marsdenia","Mascarenhasia","Maytenus","Medinilla","Meiostemon","Melaleuca","Melia","Melicope","Melothria","Memecylon","Mendoncia","Mespilodaphne","Metaporana","Micronychia","Microsteira","Mikania","Mimosa","Mimulopsis","Mimusops","Molinaea","Mollugo","Monanthotaxis","Monoporus","Moringa","Mucuna","Musa","Mystroxylon","Nastus","Neobeguea","Neodypsis","Neotina","Nesogordonia","Noronhia","Nymphaea","Ochna","Ochrocarpos","Ocotea","Olax","Olea","Oncostemum","Operculicarya","Oplismenus","Opuntia","Ormocarpopsis","Oryza","Pachytrophe","Paederia","Pandaca","Pandanus","Panicum","Papyrus","Parkia","Paspalum","Passiflora","Pedilanthus","Pennisetum","Pentachlaena","Pentarhopalopilia","Pentas","Pentopetia","Perriera","Petalodiscus","Phaius","Phragmites","Phyllanthus","Phyllarthron","Phylloctenium","Physena","Pilea","Pinus","Piper","Pithecellobium","Pittosporum","Plagioscyphus","Plectaneia","Poecilostachys","Poivrea","Polyalthia","Polygonum","Polyscias","Potameia","Pothos","Poupartia","Pouzolzia","Premna","Protorhus","Prunus","Psiadia","Psorospermum","Psychotria","Pteridium","Pyrostria","Quivisianthe","Raphidiocystis","Ravenala","Ravenea","Ravensara","Rhaptonema","Rheedia","Rhigozum","Rhizophora","Rhodolaena","Rhopalocarpus","Rhopalopilia","Rhus","Rhynchosia","Rinorea","Rothmannia","Roupellina","Rourea","Rubus","Ruellia","Saccharum","Salacia","Saldinia","Salvadora","Salvadoropsis","Sapindus","Sapium","Sarcolaena","Sarcostemma","Schefflera","Schismatoclada","Schizolaena","Scleria","Sclerocarya","Scolopia","Scutia","Secamone","Securinega","Senecio","Senna","Seyrigia","Sida","Sideroxylon","Sloanea","Smilax","Solanum","Sonneratia","Sorindeia","Stenotaphrum","Stereospermum","Streblus","Strongylodon","Strychnos","Suregada","Symphonia","Syzygium","Tabernaemontana","Talinella","Tamarindus","Tambourissa","Tannodia","Tanulepis","Tarenna","Tecoma","Terminalia","Thunbergia","Tina","Tinopsis","Tisonia","Toddalia","Tragia","Treculia","Trema","Tricalysia","Tridax","Trilepisium","Trophis","Turraea","Uapaca","Urtica","Vaccinium","Valiha","Vepris","Vernonia","Vitex","Voharanga","Warneckea","Weinmannia","Xanthocercis","Xeromphis","Xerophyta","Xerosicyos","Xylopia","Zanthoxylum","Zehneria","Ziziphus","Zygophyllum"
"Allocebus_trichotis",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"Avahi_laniger",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"Avahi_occidentalis",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"Avahi_peyrierasi",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"Cheirogaleus_crossleyi",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
